1	1	1	2	1	1	1	2	0.023940627244433802
1	1	1	2	3	6	2	2	0.047881254488867604
1	1	1	3	1	2	1	2	0.023940627244433802
1	1	1	3	2	4	5	13	0.11970313622216902
1	1	1	3	3	3	4	11	0.09576250897773521
1	1	1	3	4	3	1	3	0.023940627244433802
1	1	1	4	1	3	2	3	0.047881254488867604
1	1	1	4	2	4	3	11	0.07182188173330141
1	1	1	4	3	3	5	9	0.11970313622216902
1	1	1	4	4	4	2	2	0.047881254488867604
1	1	1	5	1	5	1	1	0.023940627244433802
1	1	1	5	2	4	3	9	0.07182188173330141
1	1	1	5	3	4	3	5	0.07182188173330141
1	1	1	5	4	4	1	1	0.023940627244433802
1	1	1	6	2	4	1	1	0.023940627244433802
1	1	1	6	3	4	1	2	0.023940627244433802
1	1	1	7	2	3	1	2	0.023940627244433802
1	1	2	2	2	5	1	1	0.023940627244433802
1	1	2	3	1	3	1	1	0.023940627244433802
1	1	2	3	2	2	1	2	0.023940627244433802
1	1	2	3	3	5	3	7	0.07182188173330141
1	1	2	3	4	3	2	6	0.047881254488867604
1	1	2	4	2	2	6	23	0.14364376346660282
1	1	2	4	3	3	23	51	0.5506344266219775
1	1	2	4	4	5	3	5	0.07182188173330141
1	1	2	5	1	2	1	2	0.023940627244433802
1	1	2	5	2	3	16	36	0.38305003591094083
1	1	2	5	3	3	33	76	0.7900406990663156
1	1	2	5	4	2	4	13	0.09576250897773521
1	1	2	6	2	3	11	29	0.26334689968877184
1	1	2	6	3	2	24	41	0.5745750538664113
1	1	2	6	4	2	4	6	0.09576250897773521
1	1	2	7	2	2	8	16	0.19152501795547042
1	1	2	7	3	2	9	19	0.21546564519990424
1	1	3	2	2	3	1	1	0.023940627244433802
1	1	3	3	2	2	4	7	0.09576250897773521
1	1	3	3	3	1	9	27	0.21546564519990424
1	1	3	3	4	2	1	1	0.023940627244433802
1	1	3	4	2	2	4	10	0.09576250897773521
1	1	3	4	3	2	15	29	0.35910940866650704
1	1	3	5	2	2	21	31	0.5027531721331099
1	1	3	5	3	2	15	30	0.35910940866650704
1	1	3	5	4	2	2	3	0.047881254488867604
1	1	3	6	2	2	27	45	0.6463969355997127
1	1	3	6	3	2	20	34	0.4788125448886761
1	1	3	6	4	2	2	5	0.047881254488867604
1	1	3	7	1	2	2	2	0.047881254488867604
1	1	3	7	2	2	9	18	0.21546564519990424
1	1	3	7	3	2	12	18	0.28728752693320564
1	1	3	7	4	2	1	1	0.023940627244433802
1	1	4	3	2	1	1	1	0.023940627244433802
1	1	4	5	2	2	2	2	0.047881254488867604
1	1	4	5	3	3	1	1	0.023940627244433802
1	1	4	6	2	2	3	3	0.07182188173330141
1	1	4	6	3	2	1	1	0.023940627244433802
1	1	4	7	1	2	1	1	0.023940627244433802
1	1	4	7	2	2	2	2	0.047881254488867604
1	1	4	7	3	1	1	2	0.023940627244433802
1	1	4	7	4	3	1	1	0.023940627244433802
1	2	1	1	1	5	1	2	0.023940627244433802
1	2	1	1	3	5	1	1	0.023940627244433802
1	2	1	2	1	6	4	6	0.09576250897773521
1	2	1	2	2	5	4	6	0.09576250897773521
1	2	1	2	3	5	2	4	0.047881254488867604
1	2	1	2	4	4	1	1	0.023940627244433802
1	2	1	3	1	4	3	5	0.07182188173330141
1	2	1	3	2	5	4	9	0.09576250897773521
1	2	1	3	3	5	7	13	0.16758439071103662
1	2	1	3	4	5	2	5	0.047881254488867604
1	2	1	4	1	6	2	3	0.047881254488867604
1	2	1	4	2	5	5	15	0.11970313622216902
1	2	1	4	3	3	2	7	0.047881254488867604
1	2	1	4	4	5	1	1	0.023940627244433802
1	2	1	5	1	5	1	1	0.023940627244433802
1	2	1	5	2	4	3	8	0.07182188173330141
1	2	1	5	3	2	1	2	0.023940627244433802
1	2	1	5	4	3	1	2	0.023940627244433802
1	2	1	6	1	6	1	1	0.023940627244433802
1	2	1	6	2	3	1	3	0.023940627244433802
1	2	1	7	3	3	1	1	0.023940627244433802
1	2	2	2	2	3	1	1	0.023940627244433802
1	2	2	2	3	5	2	2	0.047881254488867604
1	2	2	2	4	6	1	1	0.023940627244433802
1	2	2	3	1	3	2	3	0.047881254488867604
1	2	2	3	2	4	2	4	0.047881254488867604
1	2	2	3	3	6	4	11	0.09576250897773521
1	2	2	3	4	3	3	3	0.07182188173330141
1	2	2	4	1	3	2	5	0.047881254488867604
1	2	2	4	2	4	4	8	0.09576250897773521
1	2	2	4	3	3	8	18	0.19152501795547042
1	2	2	4	4	3	5	12	0.11970313622216902
1	2	2	5	1	3	3	3	0.07182188173330141
1	2	2	5	2	3	14	26	0.33516878142207324
1	2	2	5	3	3	8	23	0.19152501795547042
1	2	2	5	4	3	8	13	0.19152501795547042
1	2	2	6	1	2	1	2	0.023940627244433802
1	2	2	6	2	3	8	15	0.19152501795547042
1	2	2	6	3	3	12	19	0.28728752693320564
1	2	2	6	4	3	5	7	0.11970313622216902
1	2	2	7	1	3	1	2	0.023940627244433802
1	2	2	7	2	3	4	5	0.09576250897773521
1	2	2	7	3	3	7	8	0.16758439071103662
1	2	3	2	2	2	1	1	0.023940627244433802
1	2	3	2	3	2	1	2	0.023940627244433802
1	2	3	2	4	4	1	2	0.023940627244433802
1	2	3	3	2	3	1	2	0.023940627244433802
1	2	3	3	3	3	3	5	0.07182188173330141
1	2	3	3	4	3	1	1	0.023940627244433802
1	2	3	4	1	4	1	2	0.023940627244433802
1	2	3	4	2	3	8	12	0.19152501795547042
