1	1	1	1	1	6	8	0.6042296072507553
1	1	1	2	4	1	1	0.10070493454179255
1	1	1	5	7	1	1	0.10070493454179255
1	1	2	3	4	1	1	0.10070493454179255
1	1	3	3	4	1	1	0.10070493454179255
1	1	5	3	2	1	1	0.10070493454179255
1	1	5	5	4	1	1	0.10070493454179255
1	1	6	7	3	2	2	0.2014098690835851
1	1	7	4	2	1	1	0.10070493454179255
1	1	7	5	2	2	3	0.2014098690835851
1	2	1	1	1	5	11	0.5035246727089627
1	2	2	4	6	1	1	0.10070493454179255
1	2	3	3	3	1	1	0.10070493454179255
1	2	7	3	1	5	5	0.5035246727089627
1	2	7	4	1	1	1	0.10070493454179255
1	3	1	1	2	12	18	1.2084592145015105
1	3	2	2	5	1	1	0.10070493454179255
1	3	3	3	4	2	3	0.2014098690835851
1	3	5	2	1	2	2	0.2014098690835851
1	3	6	2	1	3	3	0.3021148036253776
1	4	1	1	2	18	28	1.812688821752266
1	4	4	1	1	1	1	0.10070493454179255
1	4	4	2	1	2	2	0.2014098690835851
1	4	5	1	1	1	1	0.10070493454179255
1	4	5	2	1	7	7	0.7049345417925479
1	5	1	1	1	17	27	1.7119838872104733
1	5	2	1	2	9	10	0.906344410876133
1	5	2	2	3	1	1	0.10070493454179255
1	5	3	1	1	11	11	1.1077542799597182
1	5	3	2	1	2	3	0.2014098690835851
1	5	4	1	1	5	5	0.5035246727089627
1	5	4	2	1	6	6	0.6042296072507553
1	6	1	1	1	17	17	1.7119838872104733
1	6	2	1	1	31	32	3.121852970795569
1	6	3	1	1	15	15	1.5105740181268883
1	7	1	1	1	11	11	1.1077542799597182
1	7	2	1	1	10	10	1.0070493454179255
2	1	1	1	2	5	13	0.5035246727089627
2	1	2	6	9	1	1	0.10070493454179255
2	1	4	7	6	1	1	0.10070493454179255
2	1	7	5	2	2	2	0.2014098690835851
2	1	7	6	3	1	1	0.10070493454179255
2	2	1	1	3	7	13	0.7049345417925479
2	2	1	2	5	8	11	0.8056394763343404
2	2	6	3	1	2	3	0.2014098690835851
2	2	6	4	2	1	1	0.10070493454179255
2	2	7	4	2	5	5	0.5035246727089627
2	3	1	1	3	8	9	0.8056394763343404
2	3	1	2	4	6	12	0.6042296072507553
2	3	2	2	5	1	1	0.10070493454179255
2	3	2	3	5	1	1	0.10070493454179255
2	3	3	3	4	1	1	0.10070493454179255
2	3	5	2	1	1	1	0.10070493454179255
2	3	5	3	1	2	4	0.2014098690835851
2	3	6	3	1	5	8	0.5035246727089627
2	4	1	1	3	2	3	0.2014098690835851
2	4	2	1	2	3	3	0.3021148036253776
2	4	2	2	3	27	30	2.719033232628399
2	4	3	2	2	6	10	0.6042296072507553
2	4	4	2	2	15	19	1.5105740181268883
2	4	5	2	1	7	7	0.7049345417925479
2	4	5	3	2	4	4	0.4028197381671702
2	5	2	1	2	1	1	0.10070493454179255
2	5	2	2	2	18	18	1.812688821752266
2	5	3	2	2	9	13	0.906344410876133
2	5	4	2	1	4	5	0.4028197381671702
3	1	1	1	1	3	9	0.3021148036253776
