1	1	1	1	1	2	1	1	0.5617977528089888
1	1	1	1	2	2	5	5	2.8089887640449436
1	1	1	2	1	2	4	4	2.247191011235955
1	1	1	2	3	2	2	2	1.1235955056179776
1	1	2	1	1	2	6	6	3.3707865168539324
1	1	2	1	2	2	7	7	3.932584269662921
1	1	2	1	3	2	1	1	0.5617977528089888
1	1	2	2	1	2	1	1	0.5617977528089888
1	1	2	2	3	2	1	2	0.5617977528089888
1	1	2	3	1	3	1	1	0.5617977528089888
1	1	2	3	2	3	2	2	1.1235955056179776
1	1	3	1	1	2	2	2	1.1235955056179776
1	1	3	2	3	3	1	1	0.5617977528089888
1	2	1	1	1	2	3	3	1.6853932584269662
1	2	1	2	1	2	1	1	0.5617977528089888
1	2	1	2	2	2	1	1	0.5617977528089888
1	2	1	3	2	2	1	1	0.5617977528089888
1	2	2	1	2	2	3	3	1.6853932584269662
1	2	2	2	3	3	2	2	1.1235955056179776
1	2	3	1	1	2	1	1	0.5617977528089888
1	2	3	1	3	2	1	1	0.5617977528089888
1	2	3	2	3	3	2	2	1.1235955056179776
1	3	1	1	2	2	1	1	0.5617977528089888
1	3	1	1	3	2	1	1	0.5617977528089888
1	3	2	1	2	2	1	1	0.5617977528089888
1	3	3	1	1	2	1	1	0.5617977528089888
1	3	3	2	1	3	1	1	0.5617977528089888
1	3	3	3	1	3	1	1	0.5617977528089888
1	3	3	3	2	3	1	1	0.5617977528089888
2	1	1	1	2	2	1	1	0.5617977528089888
2	1	1	1	3	2	1	1	0.5617977528089888
2	1	1	2	1	2	1	1	0.5617977528089888
2	1	1	2	2	2	1	2	0.5617977528089888
2	1	2	1	1	2	1	1	0.5617977528089888
2	1	2	1	2	2	3	3	1.6853932584269662
2	1	2	1	3	2	1	1	0.5617977528089888
2	1	2	2	3	3	4	4	2.247191011235955
2	1	2	3	2	3	3	3	1.6853932584269662
2	1	2	3	3	3	1	1	0.5617977528089888
2	1	3	1	2	2	3	3	1.6853932584269662
2	1	3	3	1	3	1	1	0.5617977528089888
2	1	3	3	2	3	2	2	1.1235955056179776
2	1	3	3	3	3	2	2	1.1235955056179776
2	2	1	1	2	2	2	2	1.1235955056179776
2	2	1	1	3	2	1	1	0.5617977528089888
2	2	1	2	1	2	1	1	0.5617977528089888
2	2	1	2	2	1	1	1	0.5617977528089888
2	2	1	2	3	2	1	1	0.5617977528089888
2	2	2	1	2	2	2	2	1.1235955056179776
2	2	2	2	2	1	1	1	0.5617977528089888
2	2	2	2	3	3	5	5	2.8089887640449436
2	2	2	3	2	3	2	2	1.1235955056179776
2	2	3	1	3	3	1	1	0.5617977528089888
2	2	3	2	2	3	2	2	1.1235955056179776
2	2	3	2	3	3	1	1	0.5617977528089888
2	2	3	3	1	3	1	1	0.5617977528089888
2	2	3	3	2	3	1	1	0.5617977528089888
2	3	1	2	1	1	2	2	1.1235955056179776
2	3	1	2	2	1	1	1	0.5617977528089888
2	3	1	2	3	3	1	1	0.5617977528089888
2	3	2	1	2	1	1	1	0.5617977528089888
2	3	2	3	2	3	1	1	0.5617977528089888
2	3	3	2	2	3	1	1	0.5617977528089888
2	3	3	3	2	3	1	1	0.5617977528089888
2	4	1	1	2	2	1	1	0.5617977528089888
2	4	1	2	2	2	1	1	0.5617977528089888
2	4	2	1	3	2	1	1	0.5617977528089888
3	1	1	1	2	1	2	2	1.1235955056179776
3	1	1	2	1	1	2	2	1.1235955056179776
3	1	1	2	2	1	5	5	2.8089887640449436
3	1	1	3	1	1	1	1	0.5617977528089888
3	1	2	1	2	1	3	3	1.6853932584269662
3	1	2	1	3	1	1	1	0.5617977528089888
3	1	3	2	2	3	1	1	0.5617977528089888
3	2	1	1	2	1	1	1	0.5617977528089888
3	2	1	2	1	1	2	2	1.1235955056179776
3	2	1	2	2	1	1	1	0.5617977528089888
3	2	2	1	1	1	3	3	1.6853932584269662
3	2	2	1	2	1	1	2	0.5617977528089888
3	2	2	1	3	2	1	2	0.5617977528089888
3	2	2	2	1	1	2	2	1.1235955056179776
3	2	2	2	3	1	1	1	0.5617977528089888
3	2	2	3	3	3	1	1	0.5617977528089888
3	3	1	2	1	1	2	2	1.1235955056179776
3	3	1	2	2	1	2	2	1.1235955056179776
3	3	2	3	2	3	1	1	0.5617977528089888
3	3	2	3	3	3	1	1	0.5617977528089888
3	3	3	1	2	1	1	1	0.5617977528089888
3	4	1	1	2	2	1	1	0.5617977528089888
3	4	3	1	1	2	1	1	0.5617977528089888
4	1	1	2	2	1	2	2	1.1235955056179776
4	1	2	1	2	1	5	5	2.8089887640449436
4	1	2	1	3	1	1	1	0.5617977528089888
4	1	2	2	1	1	1	1	0.5617977528089888
4	1	2	2	2	1	2	2	1.1235955056179776
4	1	3	1	1	1	1	1	0.5617977528089888
4	1	3	1	2	1	1	1	0.5617977528089888
4	2	1	2	1	1	1	1	0.5617977528089888
4	2	2	1	2	1	1	1	0.5617977528089888
4	2	2	2	1	1	3	3	1.6853932584269662
4	2	2	2	2	1	3	3	1.6853932584269662
4	3	2	1	2	1	1	1	0.5617977528089888
4	3	2	1	3	1	1	1	0.5617977528089888
