season,year,month,hour,holiday,weekday,workingday,weather,temp,feel_temp,humidity,windspeed,count
,0.0,0.0,0.0,,1.0,,,0.22448979591836735,0.2879,0.81,0.0,0.015368852459016395
,0.0,0.0,0.043478260869565216,,1.0,,,0.20408163265306123,0.2727,0.8,0.0,0.039959016393442626
,0.0,0.0,0.08695652173913043,,1.0,,,0.20408163265306123,0.2727,0.8,0.0,0.031762295081967214
,0.0,0.0,0.13043478260869565,,1.0,,,0.22448979591836735,0.2879,0.75,0.0,0.012295081967213116
,0.0,0.0,0.17391304347826086,,1.0,,,0.22448979591836735,0.2879,0.75,0.0,0.0
,0.0,0.0,0.21739130434782608,,1.0,,,0.22448979591836735,0.2576,0.75,0.10532502644880687,0.0
,0.0,0.0,0.2608695652173913,,1.0,,,0.20408163265306123,0.2727,0.8,0.0,0.0010245901639344263
,0.0,0.0,0.30434782608695654,,1.0,,,0.18367346938775514,0.2576,0.86,0.0,0.002049180327868852
,0.0,0.0,0.34782608695652173,,1.0,,,0.22448979591836735,0.2879,0.75,0.0,0.007172131147540984
,0.0,0.0,0.3913043478260869,,1.0,,,0.3061224489795918,0.3485,0.76,0.0,0.013319672131147542
,0.0,0.0,0.43478260869565216,,1.0,,,0.36734693877551017,0.39390000000000003,0.76,0.298224991183731,0.035860655737704916
,0.0,0.0,0.4782608695652174,,1.0,,,0.3469387755102041,0.3333,0.81,0.33337251675091106,0.05635245901639344
,0.0,0.0,0.5217391304347826,,1.0,,,0.4081632653061224,0.4242,0.77,0.33337251675091106,0.08504098360655737
,0.0,0.0,0.5652173913043478,,1.0,,,0.4489795918367347,0.4545,0.72,0.35088750440813454,0.09528688524590165
,0.0,0.0,0.6086956521739131,,1.0,,,0.4489795918367347,0.4545,0.72,0.33337251675091106,0.10758196721311476
,0.0,0.0,0.6521739130434783,,1.0,,,0.42857142857142855,0.4394,0.77,0.35088750440813454,0.11168032786885246
,0.0,0.0,0.6956521739130435,,1.0,,,0.4081632653061224,0.4242,0.82,0.35088750440813454,0.09426229508196722
,0.0,0.0,0.7391304347826086,,1.0,,,0.42857142857142855,0.4394,0.82,0.33337251675091106,0.06762295081967214
,0.0,0.0,0.7826086956521738,,1.0,,,0.4081632653061224,0.4242,0.88,0.298224991183731,0.034836065573770496
,0.0,0.0,0.8260869565217391,,1.0,,,0.4081632653061224,0.4242,0.88,0.298224991183731,0.036885245901639344
,0.0,0.0,0.8695652173913043,,1.0,,,0.38775510204081637,0.40909999999999996,0.87,0.298224991183731,0.035860655737704916
,0.0,0.0,0.9130434782608695,,1.0,,,0.38775510204081637,0.40909999999999996,0.87,0.22804749030210417,0.03381147540983607
,0.0,0.0,0.9565217391304348,,1.0,,,0.38775510204081637,0.40909999999999996,0.94,0.2631950158692842,0.027663934426229508
,0.0,0.0,1.0,,1.0,,,0.4489795918367347,0.4545,0.88,0.35088750440813454,0.0389344262295082
,0.0,0.0,0.0,,0.0,,,0.4489795918367347,0.4545,0.88,0.35088750440813454,0.01639344262295082
,0.0,0.0,0.043478260869565216,,0.0,,,0.42857142857142855,0.4394,0.94,0.298224991183731,0.01639344262295082
,0.0,0.0,0.08695652173913043,,0.0,,,0.4081632653061224,0.4242,1.0,0.33337251675091106,0.00819672131147541
,0.0,0.0,0.13043478260869565,,0.0,,,0.4489795918367347,0.4545,0.94,0.22804749030210417,0.005122950819672131
,0.0,0.0,0.17391304347826086,,0.0,,,0.4489795918367347,0.4545,0.94,0.22804749030210417,0.002049180327868852
,0.0,0.0,0.2608695652173913,,0.0,,,0.4081632653061224,0.4242,0.77,0.35088750440813454,0.0010245901639344263
,0.0,0.0,0.30434782608695654,,0.0,,,0.38775510204081637,0.40909999999999996,0.76,0.22804749030210417,0.0
,0.0,0.0,0.34782608695652173,,0.0,,,0.38775510204081637,0.40909999999999996,0.71,0.2631950158692842,0.007172131147540984
,0.0,0.0,0.3913043478260869,,0.0,,,0.36734693877551017,0.39390000000000003,0.76,0.2631950158692842,0.0194672131147541
,0.0,0.0,0.43478260869565216,,0.0,,,0.3469387755102041,0.3485,0.81,0.2631950158692842,0.05327868852459017
,0.0,0.0,0.4782608695652174,,0.0,,,0.3469387755102041,0.3333,0.71,0.298224991183731,0.07069672131147542
,0.0,0.0,0.5217391304347826,,0.0,,,0.3469387755102041,0.3333,0.66,0.35088750440813454,0.09426229508196722
,0.0,0.0,0.5652173913043478,,0.0,,,0.3469387755102041,0.3485,0.66,0.15786998942047728,0.07581967213114754
,0.0,0.0,0.6086956521739131,,0.0,,,0.3469387755102041,0.3485,0.76,0.22804749030210417,0.059426229508196725
,0.0,0.0,0.6521739130434783,,0.0,,,0.32653061224489793,0.3333,0.81,0.19301751498765726,0.07479508196721311
,0.0,0.0,0.6956521739130435,,0.0,,,0.32653061224489793,0.3333,0.71,0.19301751498765726,0.07684426229508197
,0.0,0.0,0.7391304347826086,,0.0,,,0.32653061224489793,0.3333,0.57,0.22804749030210417,0.06557377049180328
,0.0,0.0,0.7826086956521738,,0.0,,,0.3469387755102041,0.3333,0.46,0.3860350299753145,0.05327868852459017
,0.0,0.0,0.8260869565217391,,0.0,,,0.3061224489795918,0.2879,0.42,0.5263900317385684,0.029713114754098362
,0.0,0.0,0.8695652173913043,,0.0,,,0.2857142857142857,0.2727,0.39,0.42106500528976143,0.02151639344262295
,0.0,0.0,0.9130434782608695,,0.0,,,0.2448979591836735,0.2273,0.44,0.3860350299753145,0.030737704918032786
,0.0,0.0,0.9565217391304348,,0.0,,,0.22448979591836735,0.2121,0.44,0.35088750440813454,0.00819672131147541
,0.0,0.0,1.0,,0.0,,,0.20408163265306123,0.2273,0.47,0.19301751498765726,0.007172131147540984
,0.0,0.0,0.0,,0.16666666666666666,,,0.20408163265306123,0.197,0.44,0.42106500528976143,0.004098360655737705
,0.0,0.0,0.043478260869565216,,0.16666666666666666,,,0.18367346938775514,0.1667,0.44,0.49124250617138837,0.0010245901639344263
,0.0,0.0,0.17391304347826086,,0.16666666666666666,,,0.14285714285714288,0.1364,0.47,0.4562125308569414,0.0
,0.0,0.0,0.21739130434782608,,0.16666666666666666,,,0.14285714285714288,0.1364,0.47,0.33337251675091106,0.002049180327868852
,0.0,0.0,0.2608695652173913,,0.16666666666666666,,,0.12244897959183676,0.1061,0.5,0.4562125308569414,0.029713114754098362
,0.0,0.0,0.30434782608695654,,0.16666666666666666,,,0.12244897959183676,0.1364,0.5,0.22804749030210417,0.06454918032786885
,0.0,0.0,0.34782608695652173,,0.16666666666666666,,,0.12244897959183676,0.12120000000000002,0.5,0.33337251675091106,0.15676229508196723
,0.0,0.0,0.3913043478260869,,0.16666666666666666,,,0.14285714285714288,0.1364,0.43,0.4562125308569414,0.08913934426229508
,0.0,0.0,0.43478260869565216,,0.16666666666666666,,,0.163265306122449,0.1667,0.43,0.298224991183731,0.04405737704918033
,0.0,0.0,0.4782608695652174,,0.16666666666666666,,,0.18367346938775514,0.1818,0.4,0.3860350299753145,0.05122950819672131
,0.0,0.0,0.5217391304347826,,0.16666666666666666,,,0.20408163265306123,0.2121,0.35,0.35088750440813454,0.06147540983606557
,0.0,0.0,0.5652173913043478,,0.16666666666666666,,,0.22448979591836735,0.2121,0.35,0.33337251675091106,0.06147540983606557
,0.0,0.0,0.6086956521739131,,0.16666666666666666,,,0.2448979591836735,0.24239999999999998,0.3,0.33337251675091106,0.0778688524590164
,0.0,0.0,0.6521739130434783,,0.16666666666666666,,,0.2448979591836735,0.24239999999999998,0.3,0.298224991183731,0.07274590163934426
,0.0,0.0,0.6956521739130435,,0.16666666666666666,,,0.2448979591836735,0.24239999999999998,0.3,0.298224991183731,0.07684426229508197
,0.0,0.0,0.7391304347826086,,0.16666666666666666,,,0.22448979591836735,0.2273,0.3,0.2631950158692842,0.1598360655737705
,0.0,0.0,0.7826086956521738,,0.16666666666666666,,,0.22448979591836735,0.2576,0.32,0.12284001410603035,0.1598360655737705
,0.0,0.0,0.8260869565217391,,0.16666666666666666,,,0.18367346938775514,0.2576,0.47,0.0,0.11168032786885246
,0.0,0.0,0.8695652173913043,,0.16666666666666666,,,0.18367346938775514,0.2273,0.47,0.12284001410603035,0.05225409836065574
